fecha,municipio,promedio_pm25,promedio_pm10,promedio_o3,promedio_no2,ica_promedio_pm25,casos_sari_inusitada,casos_misc_pediatrico,casos_totales_respiratorios,pm25_media_movil_7d,pm25_media_movil_30d,categoria_ica_pm25,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_4,pm25_lag_5,pm25_lag_6,pm25_lag_7,poblacion_estimada,tasa_sari_por_100k,tasa_total_por_100k
2024-09-10,ENVIGADO,21.09,44.26,20.7,11.12,68.2,0,0,0,19.49,19.11,Regular / Aceptable,22.68,14.47,15.22,18.78,21.83,22.33,16.77,240000,0.0,0.0
2024-09-11,ENVIGADO,15.43,25.07,23.67,11.44,56.9,0,0,0,18.5,18.93,Regular / Aceptable,21.09,22.68,14.47,15.22,18.78,21.83,22.33,240000,0.0,0.0
2024-09-12,ENVIGADO,24.14,44.4,13.0,15.59,74.3,0,0,0,18.83,19.02,Regular / Aceptable,15.43,21.09,22.68,14.47,15.22,18.78,21.83,240000,0.0,0.0
2024-09-13,ENVIGADO,18.09,38.69,11.46,14.14,62.2,0,0,0,18.73,18.98,Regular / Aceptable,24.14,15.43,21.09,22.68,14.47,15.22,18.78,240000,0.0,0.0
2024-09-14,ENVIGADO,11.92,32.8,19.24,12.64,49.7,0,0,0,18.26,18.62,Buena,18.09,24.14,15.43,21.09,22.68,14.47,15.22,240000,0.0,0.0
2024-09-15,ENVIGADO,16.4,38.67,18.52,12.67,58.8,0,0,0,18.54,18.44,Regular / Aceptable,11.92,18.09,24.14,15.43,21.09,22.68,14.47,240000,0.0,0.0
2024-09-16,ENVIGADO,18.51,37.94,20.67,12.03,63.0,0,0,0,17.94,18.58,Regular / Aceptable,16.4,11.92,18.09,24.14,15.43,21.09,22.68,240000,0.0,0.0
2024-09-17,ENVIGADO,20.57,29.49,27.12,14.01,67.1,0,0,0,17.87,18.76,Regular / Aceptable,18.51,16.4,11.92,18.09,24.14,15.43,21.09,240000,0.0,0.0
2024-09-18,ENVIGADO,23.04,45.26,16.09,14.08,72.1,0,0,0,18.95,18.82,Regular / Aceptable,20.57,18.51,16.4,11.92,18.09,24.14,15.43,240000,0.0,0.0
2024-09-19,ENVIGADO,19.71,39.49,20.8,9.88,65.4,0,0,0,18.32,18.82,Regular / Aceptable,23.04,20.57,18.51,16.4,11.92,18.09,24.14,240000,0.0,0.0
2024-09-20,ENVIGADO,24.77,51.62,16.49,9.6,75.5,0,0,0,19.27,19.05,Regular / Aceptable,19.71,23.04,20.57,18.51,16.4,11.92,18.09,240000,0.0,0.0
2024-09-21,ENVIGADO,14.86,32.32,19.87,11.05,55.7,0,0,0,19.69,18.87,Regular / Aceptable,24.77,19.71,23.04,20.57,18.51,16.4,11.92,240000,0.0,0.0
2024-09-22,ENVIGADO,16.06,31.98,23.45,10.79,58.1,0,0,0,19.65,18.84,Regular / Aceptable,14.86,24.77,19.71,23.04,20.57,18.51,16.4,240000,0.0,0.0
2024-09-23,ENVIGADO,18.53,35.84,13.94,12.96,63.1,0,0,0,19.65,19.04,Regular / Aceptable,16.06,14.86,24.77,19.71,23.04,20.57,18.51,240000,0.0,0.0
2024-09-24,ENVIGADO,20.28,41.33,16.36,12.01,66.6,0,0,0,19.61,19.23,Regular / Aceptable,18.53,16.06,14.86,24.77,19.71,23.04,20.57,240000,0.0,0.0
2024-09-25,ENVIGADO,25.67,46.62,18.02,11.89,77.3,0,0,0,19.98,19.34,Regular / Aceptable,20.28,18.53,16.06,14.86,24.77,19.71,23.04,240000,0.0,0.0
2024-09-26,ENVIGADO,24.77,39.25,11.41,11.18,75.5,0,0,0,20.71,19.48,Regular / Aceptable,25.67,20.28,18.53,16.06,14.86,24.77,19.71,240000,0.0,0.0
2024-09-27,ENVIGADO,20.66,43.45,20.62,14.94,67.3,0,0,0,20.12,19.49,Regular / Aceptable,24.77,25.67,20.28,18.53,16.06,14.86,24.77,240000,0.0,0.0
2024-09-28,ENVIGADO,15.07,31.91,19.73,7.43,56.1,0,0,0,20.15,19.39,Regular / Aceptable,20.66,24.77,25.67,20.28,18.53,16.06,14.86,240000,0.0,0.0
2024-09-29,ENVIGADO,15.38,37.56,23.76,8.25,56.8,0,0,0,20.05,19.13,Regular / Aceptable,15.07,20.66,24.77,25.67,20.28,18.53,16.06,240000,0.0,0.0
2024-09-30,ENVIGADO,21.51,34.8,13.69,14.38,69.0,0,0,0,20.48,19.27,Regular / Aceptable,15.38,15.07,20.66,24.77,25.67,20.28,18.53,240000,0.0,0.0
2024-10-01,ENVIGADO,27.94,48.26,17.67,12.38,81.9,0,0,0,21.57,19.63,Regular / Aceptable,21.51,15.38,15.07,20.66,24.77,25.67,20.28,240000,0.0,0.0
2024-10-02,ENVIGADO,26.82,43.48,20.71,15.45,79.6,0,0,0,21.74,19.78,Regular / Aceptable,27.94,21.51,15.38,15.07,20.66,24.77,25.67,240000,0.0,0.0
2024-10-03,ENVIGADO,24.81,54.47,16.12,12.03,75.6,0,0,0,21.74,20.04,Regular / Aceptable,26.82,27.94,21.51,15.38,15.07,20.66,24.77,240000,0.0,0.0
2024-10-04,ENVIGADO,20.58,48.88,15.89,9.87,67.2,0,0,0,21.73,19.99,Regular / Aceptable,24.81,26.82,27.94,21.51,15.38,15.07,20.66,240000,0.0,0.0
2024-10-05,ENVIGADO,19.97,39.98,11.68,7.06,65.9,0,0,0,22.43,19.92,Regular / Aceptable,20.58,24.81,26.82,27.94,21.51,15.38,15.07,240000,0.0,0.0
2024-10-06,ENVIGADO,13.86,29.34,12.07,11.39,53.7,0,0,0,22.21,19.76,Regular / Aceptable,19.97,20.58,24.81,26.82,27.94,21.51,15.38,240000,0.0,0.0
2024-10-07,ENVIGADO,20.35,37.14,28.97,14.77,66.7,0,0,0,22.05,19.93,Regular / Aceptable,13.86,19.97,20.58,24.81,26.82,27.94,21.51,240000,0.0,0.0
2024-10-08,ENVIGADO,24.04,51.08,11.77,12.96,74.1,0,0,0,21.49,20.25,Regular / Aceptable,20.35,13.86,19.97,20.58,24.81,26.82,27.94,240000,0.0,0.0
2024-10-09,ENVIGADO,25.51,51.18,17.84,14.65,77.0,0,0,0,21.3,20.34,Regular / Aceptable,24.04,20.35,13.86,19.97,20.58,24.81,26.82,240000,0.0,0.0
2024-10-10,ENVIGADO,26.96,47.91,11.38,11.93,79.9,0,0,0,21.61,20.54,Regular / Aceptable,25.51,24.04,20.35,13.86,19.97,20.58,24.81,240000,0.0,0.0
2024-10-11,ENVIGADO,19.45,37.02,19.24,14.05,64.9,0,0,0,21.45,20.67,Regular / Aceptable,26.96,25.51,24.04,20.35,13.86,19.97,20.58,240000,0.0,0.0
2024-10-12,ENVIGADO,16.43,38.26,10.96,8.7,58.9,0,0,0,20.94,20.42,Regular / Aceptable,19.45,26.96,25.51,24.04,20.35,13.86,19.97,240000,0.0,0.0
2024-10-13,ENVIGADO,16.82,35.97,19.03,8.77,59.6,0,0,0,21.37,20.38,Regular / Aceptable,16.43,19.45,26.96,25.51,24.04,20.35,13.86,240000,0.0,0.0
2024-10-14,ENVIGADO,25.64,39.29,14.05,13.12,77.3,0,0,0,22.12,20.83,Regular / Aceptable,16.82,16.43,19.45,26.96,25.51,24.04,20.35,240000,0.0,0.0
2024-10-15,ENVIGADO,25.65,56.37,16.87,15.34,77.3,0,0,0,22.35,21.14,Regular / Aceptable,25.64,16.82,16.43,19.45,26.96,25.51,24.04,240000,0.0,0.0
2024-10-16,ENVIGADO,24.17,50.83,16.42,8.92,74.3,0,0,0,22.16,21.33,Regular / Aceptable,25.65,25.64,16.82,16.43,19.45,26.96,25.51,240000,0.0,0.0
2024-10-17,ENVIGADO,21.26,39.71,14.26,10.96,68.5,0,0,0,21.35,21.35,Regular / Aceptable,24.17,25.65,25.64,16.82,16.43,19.45,26.96,240000,0.0,0.0
2024-10-18,ENVIGADO,25.03,47.11,20.99,12.0,76.1,0,0,0,22.14,21.42,Regular / Aceptable,21.26,24.17,25.65,25.64,16.82,16.43,19.45,240000,0.0,0.0
2024-10-19,ENVIGADO,18.26,31.39,18.17,11.78,62.5,0,0,0,22.4,21.37,Regular / Aceptable,25.03,21.26,24.17,25.65,25.64,16.82,16.43,240000,0.0,0.0
2024-10-20,ENVIGADO,18.05,31.5,24.36,8.89,62.1,0,0,0,22.58,21.15,Regular / Aceptable,18.26,25.03,21.26,24.17,25.65,25.64,16.82,240000,0.0,0.0
2024-10-21,ENVIGADO,24.19,46.28,24.38,11.69,74.4,0,0,0,22.37,21.46,Regular / Aceptable,18.05,18.26,25.03,21.26,24.17,25.65,25.64,240000,0.0,0.0
2024-10-22,ENVIGADO,27.45,58.94,18.3,11.75,80.9,0,0,0,22.63,21.84,Regular / Aceptable,24.19,18.05,18.26,25.03,21.26,24.17,25.65,240000,0.0,0.0
2024-10-23,ENVIGADO,24.45,47.65,26.16,18.78,74.9,0,0,0,22.67,22.03,Regular / Aceptable,27.45,24.19,18.05,18.26,25.03,21.26,24.17,240000,0.0,0.0
2024-10-24,ENVIGADO,24.42,47.04,15.56,10.21,74.8,0,0,0,23.12,22.17,Regular / Aceptable,24.45,27.45,24.19,18.05,18.26,25.03,21.26,240000,0.0,0.0
2024-10-25,ENVIGADO,21.82,38.71,18.46,14.93,69.6,0,0,0,22.66,22.04,Regular / Aceptable,24.42,24.45,27.45,24.19,18.05,18.26,25.03,240000,0.0,0.0
2024-10-26,ENVIGADO,19.09,32.95,12.13,12.05,64.2,0,0,0,22.78,21.85,Regular / Aceptable,21.82,24.42,24.45,27.45,24.19,18.05,18.26,240000,0.0,0.0
2024-10-27,ENVIGADO,17.09,30.53,16.96,9.29,60.2,0,0,0,22.64,21.74,Regular / Aceptable,19.09,21.82,24.42,24.45,27.45,24.19,18.05,240000,0.0,0.0
2024-10-28,ENVIGADO,22.74,45.55,12.83,11.79,71.5,0,0,0,22.44,21.99,Regular / Aceptable,17.09,19.09,21.82,24.42,24.45,27.45,24.19,240000,0.0,0.0
2024-10-29,ENVIGADO,23.26,39.86,7.54,16.24,72.5,0,0,0,21.84,22.25,Regular / Aceptable,22.74,17.09,19.09,21.82,24.42,24.45,27.45,240000,0.0,0.0
2024-10-30,ENVIGADO,23.28,48.14,17.02,14.31,72.6,0,0,0,21.67,22.31,Regular / Aceptable,23.26,22.74,17.09,19.09,21.82,24.42,24.45,240000,0.0,0.0
2024-10-31,ENVIGADO,26.94,43.82,21.29,13.36,79.9,0,0,0,22.03,22.28,Regular / Aceptable,23.28,23.26,22.74,17.09,19.09,21.82,24.42,240000,0.0,0.0
2024-11-01,ENVIGADO,26.54,47.5,22.36,14.17,79.1,0,0,0,22.71,22.27,Regular / Aceptable,26.94,23.28,23.26,22.74,17.09,19.09,21.82,240000,0.0,0.0
2024-11-02,ENVIGADO,14.74,38.94,20.73,10.3,55.5,0,0,0,22.08,21.93,Regular / Aceptable,26.54,26.94,23.28,23.26,22.74,17.09,19.09,240000,0.0,0.0
2024-11-03,ENVIGADO,15.21,28.3,21.4,11.06,56.4,0,0,0,21.82,21.76,Regular / Aceptable,14.74,26.54,26.94,23.28,23.26,22.74,17.09,240000,0.0,0.0
2024-11-04,ENVIGADO,24.92,48.84,18.25,11.73,75.8,0,0,0,22.13,21.92,Regular / Aceptable,15.21,14.74,26.54,26.94,23.28,23.26,22.74,240000,0.0,0.0
2024-11-05,ENVIGADO,27.21,59.19,22.96,14.27,80.4,0,0,0,22.69,22.37,Regular / Aceptable,24.92,15.21,14.74,26.54,26.94,23.28,23.26,240000,0.0,0.0
2024-11-06,ENVIGADO,25.94,52.9,11.75,12.21,77.9,0,0,0,23.07,22.55,Regular / Aceptable,27.21,24.92,15.21,14.74,26.54,26.94,23.28,240000,0.0,0.0
2024-11-07,ENVIGADO,25.15,52.04,12.8,11.27,76.3,0,0,0,22.82,22.59,Regular / Aceptable,25.94,27.21,24.92,15.21,14.74,26.54,26.94,240000,0.0,0.0
2024-11-08,ENVIGADO,24.95,49.6,24.71,11.81,75.9,0,0,0,22.59,22.57,Regular / Aceptable,25.15,25.94,27.21,24.92,15.21,14.74,26.54,240000,0.0,0.0
2024-11-09,ENVIGADO,17.68,31.26,23.59,9.48,61.4,0,0,0,23.01,22.26,Regular / Aceptable,24.95,25.15,25.94,27.21,24.92,15.21,14.74,240000,0.0,0.0
2024-11-10,ENVIGADO,19.65,38.8,24.11,7.14,65.3,0,0,0,23.64,22.27,Regular / Aceptable,17.68,24.95,25.15,25.94,27.21,24.92,15.21,240000,0.0,0.0
2024-11-11,ENVIGADO,23.11,48.53,17.02,11.91,72.2,0,0,0,23.38,22.49,Regular / Aceptable,19.65,17.68,24.95,25.15,25.94,27.21,24.92,240000,0.0,0.0
2024-11-12,ENVIGADO,23.21,44.09,10.27,11.71,72.4,0,0,0,22.81,22.7,Regular / Aceptable,23.11,19.65,17.68,24.95,25.15,25.94,27.21,240000,0.0,0.0
2024-11-13,ENVIGADO,22.65,54.5,15.43,12.27,71.3,0,0,0,22.34,22.6,Regular / Aceptable,23.21,23.11,19.65,17.68,24.95,25.15,25.94,240000,0.0,0.0
2024-11-14,ENVIGADO,23.41,39.26,22.87,12.68,72.8,0,0,0,22.09,22.53,Regular / Aceptable,22.65,23.21,23.11,19.65,17.68,24.95,25.15,240000,0.0,0.0
2024-11-15,ENVIGADO,25.78,52.52,15.4,11.0,77.6,0,0,0,22.21,22.58,Regular / Aceptable,23.41,22.65,23.21,23.11,19.65,17.68,24.95,240000,0.0,0.0
2024-11-16,ENVIGADO,17.04,35.69,26.56,10.91,60.1,0,0,0,22.12,22.44,Regular / Aceptable,25.78,23.41,22.65,23.21,23.11,19.65,17.68,240000,0.0,0.0
2024-11-17,ENVIGADO,16.87,31.69,19.95,12.86,59.7,0,0,0,21.72,22.17,Regular / Aceptable,17.04,25.78,23.41,22.65,23.21,23.11,19.65,240000,0.0,0.0
2024-11-18,ENVIGADO,26.6,44.45,26.07,12.75,79.2,0,0,0,22.22,22.45,Regular / Aceptable,16.87,17.04,25.78,23.41,22.65,23.21,23.11,240000,0.0,0.0
2024-11-19,ENVIGADO,23.64,40.51,19.21,11.52,73.3,0,0,0,22.28,22.63,Regular / Aceptable,26.6,16.87,17.04,25.78,23.41,22.65,23.21,240000,0.0,0.0
2024-11-20,ENVIGADO,22.03,43.2,23.3,10.07,70.1,0,0,0,22.2,22.56,Regular / Aceptable,23.64,26.6,16.87,17.04,25.78,23.41,22.65,240000,0.0,0.0
2024-11-21,ENVIGADO,25.23,49.07,19.16,13.3,76.5,0,0,0,22.46,22.49,Regular / Aceptable,22.03,23.64,26.6,16.87,17.04,25.78,23.41,240000,0.0,0.0
2024-11-22,ENVIGADO,24.36,47.7,20.9,12.94,74.7,0,0,0,22.25,22.49,Regular / Aceptable,25.23,22.03,23.64,26.6,16.87,17.04,25.78,240000,0.0,0.0
2024-11-23,ENVIGADO,16.53,37.2,17.33,10.05,59.1,0,0,0,22.18,22.22,Regular / Aceptable,24.36,25.23,22.03,23.64,26.6,16.87,17.04,240000,0.0,0.0
2024-11-24,ENVIGADO,16.04,27.91,11.5,10.49,58.1,0,0,0,22.06,22.03,Regular / Aceptable,16.53,24.36,25.23,22.03,23.64,26.6,16.87,240000,0.0,0.0
2024-11-25,ENVIGADO,22.24,40.67,23.14,15.87,70.5,0,0,0,21.44,22.13,Regular / Aceptable,16.04,16.53,24.36,25.23,22.03,23.64,26.6,240000,0.0,0.0
2024-11-26,ENVIGADO,26.21,50.26,26.01,17.95,78.4,0,0,0,21.81,22.44,Regular / Aceptable,22.24,16.04,16.53,24.36,25.23,22.03,23.64,240000,0.0,0.0
2024-11-27,ENVIGADO,25.65,50.26,15.54,11.73,77.3,0,0,0,22.32,22.54,Regular / Aceptable,26.21,22.24,16.04,16.53,24.36,25.23,22.03,240000,0.0,0.0
2024-11-28,ENVIGADO,25.84,49.82,22.17,12.92,77.7,0,0,0,22.41,22.62,Regular / Aceptable,25.65,26.21,22.24,16.04,16.53,24.36,25.23,240000,0.0,0.0
2024-11-29,ENVIGADO,23.13,35.23,10.42,12.52,72.3,0,0,0,22.23,22.62,Regular / Aceptable,25.84,25.65,26.21,22.24,16.04,16.53,24.36,240000,0.0,0.0
2024-11-30,ENVIGADO,18.03,32.1,18.75,8.93,62.1,0,0,0,22.45,22.32,Regular / Aceptable,23.13,25.84,25.65,26.21,22.24,16.04,16.53,240000,0.0,0.0
2024-12-01,ENVIGADO,12.64,25.12,12.14,14.29,51.3,0,0,0,21.96,21.86,Regular / Aceptable,18.03,23.13,25.84,25.65,26.21,22.24,16.04,240000,0.0,0.0
2024-12-02,ENVIGADO,20.3,40.73,16.08,11.09,66.6,0,0,0,21.69,22.04,Regular / Aceptable,12.64,18.03,23.13,25.84,25.65,26.21,22.24,240000,0.0,0.0
2024-12-03,ENVIGADO,18.3,32.13,17.09,11.68,62.6,0,0,0,20.56,22.14,Regular / Aceptable,20.3,12.64,18.03,23.13,25.84,25.65,26.21,240000,0.0,0.0
2024-12-04,ENVIGADO,18.0,36.06,20.04,11.96,62.0,0,0,0,19.46,21.91,Regular / Aceptable,18.3,20.3,12.64,18.03,23.13,25.84,25.65,240000,0.0,0.0
2024-12-05,ENVIGADO,19.11,40.38,31.13,12.0,64.2,0,0,0,18.5,21.64,Regular / Aceptable,18.0,18.3,20.3,12.64,18.03,23.13,25.84,240000,0.0,0.0
2024-12-06,ENVIGADO,21.22,37.98,16.62,14.7,68.4,0,0,0,18.23,21.49,Regular / Aceptable,19.11,18.0,18.3,20.3,12.64,18.03,23.13,240000,0.0,0.0
2024-12-07,ENVIGADO,17.27,32.91,24.72,8.4,60.5,0,0,0,18.12,21.22,Regular / Aceptable,21.22,19.11,18.0,18.3,20.3,12.64,18.03,240000,0.0,0.0
2024-12-08,ENVIGADO,13.11,20.78,22.82,12.82,52.2,0,0,0,18.19,20.83,Regular / Aceptable,17.27,21.22,19.11,18.0,18.3,20.3,12.64,240000,0.0,0.0
2024-12-09,ENVIGADO,27.11,52.05,17.38,14.77,80.2,0,0,0,19.16,21.14,Regular / Aceptable,13.11,17.27,21.22,19.11,18.0,18.3,20.3,240000,0.0,0.0
2024-12-10,ENVIGADO,22.71,35.31,15.78,13.61,71.4,0,0,0,19.79,21.25,Regular / Aceptable,27.11,13.11,17.27,21.22,19.11,18.0,18.3,240000,0.0,0.0
2024-12-11,ENVIGADO,20.88,40.09,11.21,14.46,67.8,0,0,0,20.2,21.17,Regular / Aceptable,22.71,27.11,13.11,17.27,21.22,19.11,18.0,240000,0.0,0.0
2024-12-12,ENVIGADO,18.53,29.49,17.34,11.89,63.1,0,0,0,20.12,21.02,Regular / Aceptable,20.88,22.71,27.11,13.11,17.27,21.22,19.11,240000,0.0,0.0
2024-12-13,ENVIGADO,20.55,31.28,17.62,13.93,67.1,0,0,0,20.02,20.95,Regular / Aceptable,18.53,20.88,22.71,27.11,13.11,17.27,21.22,240000,0.0,0.0
2024-12-14,ENVIGADO,13.37,24.62,21.57,8.68,52.7,0,0,0,19.47,20.61,Regular / Aceptable,20.55,18.53,20.88,22.71,27.11,13.11,17.27,240000,0.0,0.0
2024-12-15,ENVIGADO,16.65,39.58,12.65,7.83,59.3,0,0,0,19.97,20.31,Regular / Aceptable,13.37,20.55,18.53,20.88,22.71,27.11,13.11,240000,0.0,0.0
2024-12-16,ENVIGADO,20.19,33.58,19.67,11.62,66.4,0,0,0,18.98,20.41,Regular / Aceptable,16.65,13.37,20.55,18.53,20.88,22.71,27.11,240000,0.0,0.0
2024-12-17,ENVIGADO,25.0,42.28,15.31,14.94,76.0,0,0,0,19.31,20.68,Regular / Aceptable,20.19,16.65,13.37,20.55,18.53,20.88,22.71,240000,0.0,0.0
2024-12-18,ENVIGADO,17.52,33.31,11.26,13.53,61.0,0,0,0,18.83,20.38,Regular / Aceptable,25.0,20.19,16.65,13.37,20.55,18.53,20.88,240000,0.0,0.0
2024-12-19,ENVIGADO,21.43,36.06,10.09,14.14,68.9,0,0,0,19.24,20.31,Regular / Aceptable,17.52,25.0,20.19,16.65,13.37,20.55,18.53,240000,0.0,0.0
2024-12-20,ENVIGADO,19.91,38.27,22.36,13.21,65.8,0,0,0,19.15,20.24,Regular / Aceptable,21.43,17.52,25.0,20.19,16.65,13.37,20.55,240000,0.0,0.0
2024-12-21,ENVIGADO,12.99,27.71,25.36,7.66,52.0,0,0,0,19.1,19.83,Regular / Aceptable,19.91,21.43,17.52,25.0,20.19,16.65,13.37,240000,0.0,0.0
2024-12-22,ENVIGADO,14.6,29.7,17.61,11.49,55.2,0,0,0,18.81,19.5,Regular / Aceptable,12.99,19.91,21.43,17.52,25.0,20.19,16.65,240000,0.0,0.0
2024-12-23,ENVIGADO,19.96,34.28,12.87,13.33,65.9,0,0,0,18.77,19.62,Regular / Aceptable,14.6,12.99,19.91,21.43,17.52,25.0,20.19,240000,0.0,0.0
2024-12-24,ENVIGADO,19.72,37.16,20.37,15.38,65.4,0,0,0,18.02,19.74,Regular / Aceptable,19.96,14.6,12.99,19.91,21.43,17.52,25.0,240000,0.0,0.0
2024-12-25,ENVIGADO,20.52,39.33,18.72,11.21,67.0,0,0,0,18.45,19.68,Regular / Aceptable,19.72,19.96,14.6,12.99,19.91,21.43,17.52,240000,0.0,0.0
2024-12-26,ENVIGADO,23.16,39.37,20.47,12.82,72.3,0,0,0,18.69,19.58,Regular / Aceptable,20.52,19.72,19.96,14.6,12.99,19.91,21.43,240000,0.0,0.0
2024-12-27,ENVIGADO,19.56,44.06,25.22,10.95,65.1,0,0,0,18.64,19.38,Regular / Aceptable,23.16,20.52,19.72,19.96,14.6,12.99,19.91,240000,0.0,0.0
2024-12-28,ENVIGADO,14.66,30.74,11.81,7.86,55.3,0,0,0,18.88,19.0,Regular / Aceptable,19.56,23.16,20.52,19.72,19.96,14.6,12.99,240000,0.0,0.0
2024-12-29,ENVIGADO,16.3,39.64,17.85,9.6,58.6,0,0,0,19.13,18.78,Regular / Aceptable,14.66,19.56,23.16,20.52,19.72,19.96,14.6,240000,0.0,0.0
2024-12-30,ENVIGADO,22.0,40.16,15.34,14.59,70.0,0,0,0,19.42,18.91,Regular / Aceptable,16.3,14.66,19.56,23.16,20.52,19.72,19.96,240000,0.0,0.0
2024-12-31,ENVIGADO,19.83,40.01,16.72,13.27,65.7,0,0,0,19.43,19.15,Regular / Aceptable,22.0,16.3,14.66,19.56,23.16,20.52,19.72,240000,0.0,0.0
2025-01-01,ENVIGADO,18.65,43.36,25.74,13.42,63.3,0,0,0,19.17,19.09,Regular / Aceptable,19.83,22.0,16.3,14.66,19.56,23.16,20.52,240000,0.0,0.0
2025-01-02,ENVIGADO,20.27,40.05,23.18,13.23,66.5,0,0,0,18.75,19.16,Regular / Aceptable,18.65,19.83,22.0,16.3,14.66,19.56,23.16,240000,0.0,0.0
2025-01-03,ENVIGADO,22.44,43.9,25.99,14.55,70.9,0,0,0,19.16,19.31,Regular / Aceptable,20.27,18.65,19.83,22.0,16.3,14.66,19.56,240000,0.0,0.0
2025-01-04,ENVIGADO,11.13,24.11,25.59,7.8,46.4,0,0,0,18.66,19.04,Buena,22.44,20.27,18.65,19.83,22.0,16.3,14.66,240000,0.0,0.0
2025-01-05,ENVIGADO,12.17,20.42,17.61,9.03,50.3,0,0,0,18.07,18.74,Regular / Aceptable,11.13,22.44,20.27,18.65,19.83,22.0,16.3,240000,0.0,0.0
2025-01-06,ENVIGADO,19.43,32.89,27.02,15.22,64.9,0,0,0,17.7,18.81,Regular / Aceptable,12.17,11.13,22.44,20.27,18.65,19.83,22.0,240000,0.0,0.0
2025-01-07,ENVIGADO,23.33,42.02,28.29,11.13,72.7,0,0,0,18.2,19.15,Regular / Aceptable,19.43,12.17,11.13,22.44,20.27,18.65,19.83,240000,0.0,0.0
2025-01-08,ENVIGADO,22.96,54.76,22.02,12.5,71.9,0,0,0,18.82,19.01,Regular / Aceptable,23.33,19.43,12.17,11.13,22.44,20.27,18.65,240000,0.0,0.0
2025-01-09,ENVIGADO,20.69,37.98,21.85,12.36,67.4,0,0,0,18.88,18.95,Regular / Aceptable,22.96,23.33,19.43,12.17,11.13,22.44,20.27,240000,0.0,0.0
2025-01-10,ENVIGADO,20.35,30.63,26.82,16.05,66.7,0,0,0,18.58,18.93,Regular / Aceptable,20.69,22.96,23.33,19.43,12.17,11.13,22.44,240000,0.0,0.0
2025-01-11,ENVIGADO,8.64,19.92,24.8,9.3,36.0,0,0,0,18.22,18.6,Buena,20.35,20.69,22.96,23.33,19.43,12.17,11.13,240000,0.0,0.0
2025-01-12,ENVIGADO,16.7,26.1,30.62,9.57,59.4,0,0,0,18.87,18.47,Regular / Aceptable,8.64,20.35,20.69,22.96,23.33,19.43,12.17,240000,0.0,0.0
2025-01-13,ENVIGADO,21.04,41.46,17.85,9.86,68.1,0,0,0,19.1,18.73,Regular / Aceptable,16.7,8.64,20.35,20.69,22.96,23.33,19.43,240000,0.0,0.0
2025-01-14,ENVIGADO,19.59,46.15,26.01,15.09,65.2,0,0,0,18.57,18.82,Regular / Aceptable,21.04,16.7,8.64,20.35,20.69,22.96,23.33,240000,0.0,0.0
2025-01-15,ENVIGADO,22.68,36.47,23.27,13.23,71.4,0,0,0,18.53,18.91,Regular / Aceptable,19.59,21.04,16.7,8.64,20.35,20.69,22.96,240000,0.0,0.0
2025-01-16,ENVIGADO,21.2,46.71,24.59,13.71,68.4,0,0,0,18.6,18.78,Regular / Aceptable,22.68,19.59,21.04,16.7,8.64,20.35,20.69,240000,0.0,0.0
2025-01-17,ENVIGADO,20.91,36.29,22.47,12.66,67.8,0,0,0,18.68,18.89,Regular / Aceptable,21.2,22.68,19.59,21.04,16.7,8.64,20.35,240000,0.0,0.0
2025-01-18,ENVIGADO,12.38,24.92,24.65,9.29,50.8,0,0,0,19.21,18.59,Regular / Aceptable,20.91,21.2,22.68,19.59,21.04,16.7,8.64,240000,0.0,0.0
2025-01-19,ENVIGADO,17.97,32.61,18.76,10.21,61.9,0,0,0,19.4,18.53,Regular / Aceptable,12.38,20.91,21.2,22.68,19.59,21.04,16.7,240000,0.0,0.0
2025-01-20,ENVIGADO,20.86,33.39,22.31,14.17,67.7,0,0,0,19.37,18.79,Regular / Aceptable,17.97,12.38,20.91,21.2,22.68,19.59,21.04,240000,0.0,0.0
2025-01-21,ENVIGADO,22.61,41.06,24.69,10.9,71.2,0,0,0,19.8,19.06,Regular / Aceptable,20.86,17.97,12.38,20.91,21.2,22.68,19.59,240000,0.0,0.0
2025-01-22,ENVIGADO,18.27,34.5,28.61,12.43,62.5,0,0,0,19.17,19.0,Regular / Aceptable,22.61,20.86,17.97,12.38,20.91,21.2,22.68,240000,0.0,0.0
2025-01-23,ENVIGADO,24.96,58.5,24.94,12.06,75.9,0,0,0,19.71,19.18,Regular / Aceptable,18.27,22.61,20.86,17.97,12.38,20.91,21.2,240000,0.0,0.0
2025-01-24,ENVIGADO,17.01,32.62,25.3,12.97,60.0,0,0,0,19.15,19.06,Regular / Aceptable,24.96,18.27,22.61,20.86,17.97,12.38,20.91,240000,0.0,0.0
2025-01-25,ENVIGADO,14.27,28.98,25.91,7.95,54.5,0,0,0,19.42,18.76,Regular / Aceptable,17.01,24.96,18.27,22.61,20.86,17.97,12.38,240000,0.0,0.0
2025-01-26,ENVIGADO,14.58,25.99,27.73,10.95,55.2,0,0,0,18.94,18.6,Regular / Aceptable,14.27,17.01,24.96,18.27,22.61,20.86,17.97,240000,0.0,0.0
2025-01-27,ENVIGADO,19.0,45.04,25.33,17.49,64.0,0,0,0,18.67,18.74,Regular / Aceptable,14.58,14.27,17.01,24.96,18.27,22.61,20.86,240000,0.0,0.0
