fecha,municipio,promedio_pm25,promedio_pm10,promedio_o3,promedio_no2,ica_promedio_pm25,casos_sari_inusitada,casos_misc_pediatrico,casos_totales_respiratorios,pm25_media_movil_7d,pm25_media_movil_30d,categoria_ica_pm25,pm25_lag_1,pm25_lag_2,pm25_lag_3,pm25_lag_4,pm25_lag_5,pm25_lag_6,pm25_lag_7,poblacion_estimada,tasa_sari_por_100k,tasa_total_por_100k
2024-11-15,BARBOSA,18.77,30.77,21.59,14.37,63.5,0,0,0,18.62,18.02,Regular / Aceptable,19.94,22.28,20.7,20.98,16.27,11.42,21.95,55000,0.0,0.0
2024-11-16,BARBOSA,13.59,28.64,17.6,9.26,53.2,0,0,0,18.93,17.89,Regular / Aceptable,18.77,19.94,22.28,20.7,20.98,16.27,11.42,55000,0.0,0.0
2024-11-17,BARBOSA,14.92,22.87,20.16,9.33,55.8,0,0,0,18.74,17.82,Regular / Aceptable,13.59,18.77,19.94,22.28,20.7,20.98,16.27,55000,0.0,0.0
2024-11-18,BARBOSA,20.11,38.23,17.46,12.73,66.2,0,0,0,18.62,18.08,Regular / Aceptable,14.92,13.59,18.77,19.94,22.28,20.7,20.98,55000,0.0,0.0
2024-11-19,BARBOSA,20.04,42.33,21.82,12.66,66.1,0,0,0,18.52,18.34,Regular / Aceptable,20.11,14.92,13.59,18.77,19.94,22.28,20.7,55000,0.0,0.0
2024-11-20,BARBOSA,21.46,43.93,15.43,8.25,68.9,0,0,0,18.4,18.43,Regular / Aceptable,20.04,20.11,14.92,13.59,18.77,19.94,22.28,55000,0.0,0.0
2024-11-21,BARBOSA,19.28,40.69,19.77,12.69,64.6,0,0,0,18.31,18.41,Regular / Aceptable,21.46,20.04,20.11,14.92,13.59,18.77,19.94,55000,0.0,0.0
2024-11-22,BARBOSA,19.03,39.12,18.9,14.16,64.1,0,0,0,18.35,18.28,Regular / Aceptable,19.28,21.46,20.04,20.11,14.92,13.59,18.77,55000,0.0,0.0
2024-11-23,BARBOSA,14.32,24.97,21.86,8.15,54.6,0,0,0,18.45,18.05,Regular / Aceptable,19.03,19.28,21.46,20.04,20.11,14.92,13.59,55000,0.0,0.0
2024-11-24,BARBOSA,14.39,23.08,10.87,7.03,54.8,0,0,0,18.38,17.87,Regular / Aceptable,14.32,19.03,19.28,21.46,20.04,20.11,14.92,55000,0.0,0.0
2024-11-25,BARBOSA,20.56,35.78,13.81,11.32,67.1,0,0,0,18.44,18.05,Regular / Aceptable,14.39,14.32,19.03,19.28,21.46,20.04,20.11,55000,0.0,0.0
2024-11-26,BARBOSA,18.58,32.11,21.19,12.52,63.2,0,0,0,18.23,18.25,Regular / Aceptable,20.56,14.39,14.32,19.03,19.28,21.46,20.04,55000,0.0,0.0
2024-11-27,BARBOSA,23.52,52.76,14.51,12.69,73.0,0,0,0,18.53,18.36,Regular / Aceptable,18.58,20.56,14.39,14.32,19.03,19.28,21.46,55000,0.0,0.0
2024-11-28,BARBOSA,20.3,45.42,18.94,13.56,66.6,0,0,0,18.67,18.29,Regular / Aceptable,23.52,18.58,20.56,14.39,14.32,19.03,19.28,55000,0.0,0.0
2024-11-29,BARBOSA,20.49,37.57,20.54,12.68,67.0,0,0,0,18.88,18.35,Regular / Aceptable,20.3,23.52,18.58,20.56,14.39,14.32,19.03,55000,0.0,0.0
2024-11-30,BARBOSA,13.61,25.97,15.94,6.23,53.2,0,0,0,18.78,18.24,Regular / Aceptable,20.49,20.3,23.52,18.58,20.56,14.39,14.32,55000,0.0,0.0
2024-12-01,BARBOSA,11.26,19.88,17.22,8.91,46.9,0,0,0,18.33,17.99,Buena,13.61,20.49,20.3,23.52,18.58,20.56,14.39,55000,0.0,0.0
2024-12-02,BARBOSA,14.39,25.58,16.33,13.1,54.8,0,0,0,17.45,17.99,Regular / Aceptable,11.26,13.61,20.49,20.3,23.52,18.58,20.56,55000,0.0,0.0
2024-12-03,BARBOSA,16.52,30.38,14.53,13.93,59.0,0,0,0,17.16,18.04,Regular / Aceptable,14.39,11.26,13.61,20.49,20.3,23.52,18.58,55000,0.0,0.0
2024-12-04,BARBOSA,15.94,39.62,22.1,12.25,57.9,0,0,0,16.07,18.02,Regular / Aceptable,16.52,14.39,11.26,13.61,20.49,20.3,23.52,55000,0.0,0.0
2024-12-05,BARBOSA,16.79,27.75,19.83,11.64,59.6,0,0,0,15.57,17.98,Regular / Aceptable,15.94,16.52,14.39,11.26,13.61,20.49,20.3,55000,0.0,0.0
2024-12-06,BARBOSA,17.66,31.36,13.74,15.39,61.3,0,0,0,15.17,17.98,Regular / Aceptable,16.79,15.94,16.52,14.39,11.26,13.61,20.49,55000,0.0,0.0
2024-12-07,BARBOSA,13.08,30.98,18.29,9.15,52.2,0,0,0,15.09,17.74,Regular / Aceptable,17.66,16.79,15.94,16.52,14.39,11.26,13.61,55000,0.0,0.0
2024-12-08,BARBOSA,11.62,25.06,22.07,7.11,48.4,0,0,0,15.14,17.39,Buena,13.08,17.66,16.79,15.94,16.52,14.39,11.26,55000,0.0,0.0
2024-12-09,BARBOSA,17.92,31.28,22.73,12.98,61.8,0,0,0,15.65,17.61,Regular / Aceptable,11.62,13.08,17.66,16.79,15.94,16.52,14.39,55000,0.0,0.0
2024-12-10,BARBOSA,15.28,28.84,13.76,15.05,56.6,0,0,0,15.47,17.58,Regular / Aceptable,17.92,11.62,13.08,17.66,16.79,15.94,16.52,55000,0.0,0.0
2024-12-11,BARBOSA,18.23,32.43,20.47,12.9,62.5,0,0,0,15.8,17.49,Regular / Aceptable,15.28,17.92,11.62,13.08,17.66,16.79,15.94,55000,0.0,0.0
2024-12-12,BARBOSA,13.1,21.51,17.73,15.77,52.2,0,0,0,15.27,17.23,Regular / Aceptable,18.23,15.28,17.92,11.62,13.08,17.66,16.79,55000,0.0,0.0
2024-12-13,BARBOSA,17.49,32.08,20.9,15.46,61.0,0,0,0,15.25,17.07,Regular / Aceptable,13.1,18.23,15.28,17.92,11.62,13.08,17.66,55000,0.0,0.0
2024-12-14,BARBOSA,12.97,25.74,23.01,8.36,51.9,0,0,0,15.23,16.84,Regular / Aceptable,17.49,13.1,18.23,15.28,17.92,11.62,13.08,55000,0.0,0.0
2024-12-15,BARBOSA,12.24,26.96,22.91,10.79,50.5,0,0,0,15.32,16.62,Regular / Aceptable,12.97,17.49,13.1,18.23,15.28,17.92,11.62,55000,0.0,0.0
2024-12-16,BARBOSA,19.33,32.8,27.39,14.88,64.7,0,0,0,15.52,16.81,Regular / Aceptable,12.24,12.97,17.49,13.1,18.23,15.28,17.92,55000,0.0,0.0
2024-12-17,BARBOSA,14.07,27.85,12.0,14.04,54.1,0,0,0,15.35,16.79,Regular / Aceptable,19.33,12.24,12.97,17.49,13.1,18.23,15.28,55000,0.0,0.0
2024-12-18,BARBOSA,15.82,25.07,14.76,11.04,57.6,0,0,0,15.0,16.64,Regular / Aceptable,14.07,19.33,12.24,12.97,17.49,13.1,18.23,55000,0.0,0.0
2024-12-19,BARBOSA,17.52,28.31,18.76,13.91,61.0,0,0,0,15.63,16.56,Regular / Aceptable,15.82,14.07,19.33,12.24,12.97,17.49,13.1,55000,0.0,0.0
2024-12-20,BARBOSA,16.06,31.77,16.51,13.45,58.1,0,0,0,15.43,16.38,Regular / Aceptable,17.52,15.82,14.07,19.33,12.24,12.97,17.49,55000,0.0,0.0
2024-12-21,BARBOSA,11.51,20.77,14.15,9.83,48.0,0,0,0,15.22,16.12,Buena,16.06,17.52,15.82,14.07,19.33,12.24,12.97,55000,0.0,0.0
2024-12-22,BARBOSA,13.28,23.27,12.23,9.36,52.6,0,0,0,15.37,15.93,Regular / Aceptable,11.51,16.06,17.52,15.82,14.07,19.33,12.24,55000,0.0,0.0
2024-12-23,BARBOSA,15.35,27.26,16.2,15.53,56.7,0,0,0,14.8,15.96,Regular / Aceptable,13.28,11.51,16.06,17.52,15.82,14.07,19.33,55000,0.0,0.0
2024-12-24,BARBOSA,16.75,32.37,24.06,17.76,59.5,0,0,0,15.18,16.04,Regular / Aceptable,15.35,13.28,11.51,16.06,17.52,15.82,14.07,55000,0.0,0.0
2024-12-25,BARBOSA,18.48,38.69,13.72,11.73,63.0,0,0,0,15.56,15.97,Regular / Aceptable,16.75,15.35,13.28,11.51,16.06,17.52,15.82,55000,0.0,0.0
2024-12-26,BARBOSA,16.88,28.7,15.58,15.49,59.8,0,0,0,15.47,15.92,Regular / Aceptable,18.48,16.75,15.35,13.28,11.51,16.06,17.52,55000,0.0,0.0
2024-12-27,BARBOSA,16.21,34.23,23.89,13.21,58.4,0,0,0,15.49,15.67,Regular / Aceptable,16.88,18.48,16.75,15.35,13.28,11.51,16.06,55000,0.0,0.0
2024-12-28,BARBOSA,12.36,22.28,20.54,12.07,50.7,0,0,0,15.62,15.41,Regular / Aceptable,16.21,16.88,18.48,16.75,15.35,13.28,11.51,55000,0.0,0.0
2024-12-29,BARBOSA,14.1,27.74,8.85,6.78,54.2,0,0,0,15.73,15.19,Regular / Aceptable,12.36,16.21,16.88,18.48,16.75,15.35,13.28,55000,0.0,0.0
2024-12-30,BARBOSA,16.47,34.38,17.4,10.74,58.9,0,0,0,15.89,15.29,Regular / Aceptable,14.1,12.36,16.21,16.88,18.48,16.75,15.35,55000,0.0,0.0
2024-12-31,BARBOSA,16.98,26.69,21.07,14.06,60.0,0,0,0,15.93,15.48,Regular / Aceptable,16.47,14.1,12.36,16.21,16.88,18.48,16.75,55000,0.0,0.0
2025-01-01,BARBOSA,18.13,25.31,25.3,16.98,62.3,0,0,0,15.88,15.6,Regular / Aceptable,16.98,16.47,14.1,12.36,16.21,16.88,18.48,55000,0.0,0.0
2025-01-02,BARBOSA,18.38,39.88,25.83,14.58,62.8,0,0,0,16.09,15.67,Regular / Aceptable,18.13,16.98,16.47,14.1,12.36,16.21,16.88,55000,0.0,0.0
2025-01-03,BARBOSA,18.94,34.06,34.22,14.09,63.9,0,0,0,16.48,15.77,Regular / Aceptable,18.38,18.13,16.98,16.47,14.1,12.36,16.21,55000,0.0,0.0
2025-01-04,BARBOSA,12.85,25.0,17.2,11.46,51.7,0,0,0,16.55,15.64,Regular / Aceptable,18.94,18.38,18.13,16.98,16.47,14.1,12.36,55000,0.0,0.0
2025-01-05,BARBOSA,9.56,19.87,16.71,10.25,39.8,0,0,0,15.9,15.37,Buena,12.85,18.94,18.38,18.13,16.98,16.47,14.1,55000,0.0,0.0
2025-01-06,BARBOSA,13.42,25.02,24.31,15.64,52.8,0,0,0,15.47,15.38,Regular / Aceptable,9.56,12.85,18.94,18.38,18.13,16.98,16.47,55000,0.0,0.0
2025-01-07,BARBOSA,15.18,28.81,23.36,12.58,56.4,0,0,0,15.21,15.5,Regular / Aceptable,13.42,9.56,12.85,18.94,18.38,18.13,16.98,55000,0.0,0.0
2025-01-08,BARBOSA,16.15,29.56,32.15,13.67,58.3,0,0,0,14.93,15.44,Regular / Aceptable,15.18,13.42,9.56,12.85,18.94,18.38,18.13,55000,0.0,0.0
2025-01-09,BARBOSA,16.54,32.4,30.36,14.37,59.1,0,0,0,14.66,15.48,Regular / Aceptable,16.15,15.18,13.42,9.56,12.85,18.94,18.38,55000,0.0,0.0
2025-01-10,BARBOSA,18.09,39.56,29.11,12.56,62.2,0,0,0,14.54,15.47,Regular / Aceptable,16.54,16.15,15.18,13.42,9.56,12.85,18.94,55000,0.0,0.0
2025-01-11,BARBOSA,13.66,19.6,32.16,9.5,53.3,0,0,0,14.66,15.49,Regular / Aceptable,18.09,16.54,16.15,15.18,13.42,9.56,12.85,55000,0.0,0.0
2025-01-12,BARBOSA,8.53,15.89,26.39,8.36,35.5,0,0,0,14.51,15.19,Buena,13.66,18.09,16.54,16.15,15.18,13.42,9.56,55000,0.0,0.0
2025-01-13,BARBOSA,17.62,39.5,24.04,13.37,61.2,0,0,0,15.11,15.35,Regular / Aceptable,8.53,13.66,18.09,16.54,16.15,15.18,13.42,55000,0.0,0.0
2025-01-14,BARBOSA,17.92,31.32,24.65,11.34,61.8,0,0,0,15.5,15.54,Regular / Aceptable,17.62,8.53,13.66,18.09,16.54,16.15,15.18,55000,0.0,0.0
2025-01-15,BARBOSA,17.08,31.61,22.85,13.9,60.2,0,0,0,15.63,15.46,Regular / Aceptable,17.92,17.62,8.53,13.66,18.09,16.54,16.15,55000,0.0,0.0
2025-01-16,BARBOSA,18.27,35.93,18.39,13.42,62.5,0,0,0,15.88,15.6,Regular / Aceptable,17.08,17.92,17.62,8.53,13.66,18.09,16.54,55000,0.0,0.0
2025-01-17,BARBOSA,15.02,27.02,19.75,13.57,56.0,0,0,0,15.44,15.58,Regular / Aceptable,18.27,17.08,17.92,17.62,8.53,13.66,18.09,55000,0.0,0.0
2025-01-18,BARBOSA,13.11,23.85,21.79,10.44,52.2,0,0,0,15.36,15.43,Regular / Aceptable,15.02,18.27,17.08,17.92,17.62,8.53,13.66,55000,0.0,0.0
2025-01-19,BARBOSA,10.35,24.04,23.86,10.1,43.1,0,0,0,15.62,15.24,Buena,13.11,15.02,18.27,17.08,17.92,17.62,8.53,55000,0.0,0.0
2025-01-20,BARBOSA,16.68,31.87,25.77,15.16,59.4,0,0,0,15.49,15.41,Regular / Aceptable,10.35,13.11,15.02,18.27,17.08,17.92,17.62,55000,0.0,0.0
2025-01-21,BARBOSA,20.64,39.44,25.51,12.57,67.3,0,0,0,15.88,15.66,Regular / Aceptable,16.68,10.35,13.11,15.02,18.27,17.08,17.92,55000,0.0,0.0
2025-01-22,BARBOSA,14.48,24.48,20.58,11.01,55.0,0,0,0,15.51,15.63,Regular / Aceptable,20.64,16.68,10.35,13.11,15.02,18.27,17.08,55000,0.0,0.0
2025-01-23,BARBOSA,16.0,31.0,18.55,13.53,58.0,0,0,0,15.18,15.6,Regular / Aceptable,14.48,20.64,16.68,10.35,13.11,15.02,18.27,55000,0.0,0.0
2025-01-24,BARBOSA,15.15,22.2,16.97,15.92,56.3,0,0,0,15.2,15.49,Regular / Aceptable,16.0,14.48,20.64,16.68,10.35,13.11,15.02,55000,0.0,0.0
2025-01-25,BARBOSA,13.63,33.35,18.14,13.29,53.3,0,0,0,15.28,15.38,Regular / Aceptable,15.15,16.0,14.48,20.64,16.68,10.35,13.11,55000,0.0,0.0
2025-01-26,BARBOSA,12.59,28.82,26.7,6.67,51.2,0,0,0,15.6,15.26,Regular / Aceptable,13.63,15.15,16.0,14.48,20.64,16.68,10.35,55000,0.0,0.0
2025-01-27,BARBOSA,16.47,36.5,38.56,13.94,58.9,0,0,0,15.57,15.4,Regular / Aceptable,12.59,13.63,15.15,16.0,14.48,20.64,16.68,55000,0.0,0.0
2025-01-28,BARBOSA,17.01,38.47,27.28,10.75,60.0,0,0,0,15.05,15.5,Regular / Aceptable,16.47,12.59,13.63,15.15,16.0,14.48,20.64,55000,0.0,0.0
2025-01-29,BARBOSA,17.34,31.7,24.01,10.93,60.7,0,0,0,15.46,15.53,Regular / Aceptable,17.01,16.47,12.59,13.63,15.15,16.0,14.48,55000,0.0,0.0
2025-01-30,BARBOSA,16.86,35.85,31.68,11.42,59.7,0,0,0,15.58,15.52,Regular / Aceptable,17.34,17.01,16.47,12.59,13.63,15.15,16.0,55000,0.0,0.0
2025-01-31,BARBOSA,17.91,35.47,19.95,12.05,61.8,0,0,0,15.97,15.51,Regular / Aceptable,16.86,17.34,17.01,16.47,12.59,13.63,15.15,55000,0.0,0.0
2025-02-01,BARBOSA,8.67,12.96,29.87,9.59,36.1,0,0,0,15.26,15.19,Buena,17.91,16.86,17.34,17.01,16.47,12.59,13.63,55000,0.0,0.0
2025-02-02,BARBOSA,14.92,28.34,25.24,8.78,55.8,0,0,0,15.6,15.06,Regular / Aceptable,8.67,17.91,16.86,17.34,17.01,16.47,12.59,55000,0.0,0.0
2025-02-03,BARBOSA,17.1,24.96,21.65,11.95,60.2,0,0,0,15.69,15.2,Regular / Aceptable,14.92,8.67,17.91,16.86,17.34,17.01,16.47,55000,0.0,0.0
2025-02-04,BARBOSA,18.65,45.63,21.02,14.49,63.3,0,0,0,15.92,15.5,Regular / Aceptable,17.1,14.92,8.67,17.91,16.86,17.34,17.01,55000,0.0,0.0
2025-02-05,BARBOSA,17.15,26.69,19.18,15.84,60.3,0,0,0,15.89,15.63,Regular / Aceptable,18.65,17.1,14.92,8.67,17.91,16.86,17.34,55000,0.0,0.0
2025-02-06,BARBOSA,17.34,39.95,19.38,14.44,60.7,0,0,0,15.96,15.7,Regular / Aceptable,17.15,18.65,17.1,14.92,8.67,17.91,16.86,55000,0.0,0.0
2025-02-07,BARBOSA,15.53,30.76,22.95,9.92,57.1,0,0,0,15.62,15.68,Regular / Aceptable,17.34,17.15,18.65,17.1,14.92,8.67,17.91,55000,0.0,0.0
2025-02-08,BARBOSA,9.38,18.36,25.6,10.83,39.1,0,0,0,15.72,15.44,Buena,15.53,17.34,17.15,18.65,17.1,14.92,8.67,55000,0.0,0.0
2025-02-09,BARBOSA,11.76,23.35,27.84,8.66,49.0,0,0,0,15.27,15.23,Buena,9.38,15.53,17.34,17.15,18.65,17.1,14.92,55000,0.0,0.0
2025-02-10,BARBOSA,17.56,33.63,26.73,12.79,61.1,0,0,0,15.34,15.36,Regular / Aceptable,11.76,9.38,15.53,17.34,17.15,18.65,17.1,55000,0.0,0.0
2025-02-11,BARBOSA,14.4,35.12,26.15,12.14,54.8,0,0,0,14.73,15.55,Regular / Aceptable,17.56,11.76,9.38,15.53,17.34,17.15,18.65,55000,0.0,0.0
2025-02-12,BARBOSA,17.91,39.36,33.13,12.95,61.8,0,0,0,14.84,15.56,Regular / Aceptable,14.4,17.56,11.76,9.38,15.53,17.34,17.15,55000,0.0,0.0
2025-02-13,BARBOSA,15.9,30.17,20.6,10.65,57.8,0,0,0,14.63,15.5,Regular / Aceptable,17.91,14.4,17.56,11.76,9.38,15.53,17.34,55000,0.0,0.0
2025-02-14,BARBOSA,15.27,28.78,20.4,10.91,56.5,0,0,0,14.6,15.44,Regular / Aceptable,15.9,17.91,14.4,17.56,11.76,9.38,15.53,55000,0.0,0.0
2025-02-15,BARBOSA,13.82,33.9,22.86,10.85,53.6,0,0,0,15.23,15.29,Regular / Aceptable,15.27,15.9,17.91,14.4,17.56,11.76,9.38,55000,0.0,0.0
2025-02-16,BARBOSA,10.86,20.33,26.04,7.65,45.2,0,0,0,15.1,15.15,Buena,13.82,15.27,15.9,17.91,14.4,17.56,11.76,55000,0.0,0.0
2025-02-17,BARBOSA,17.07,36.45,25.62,13.8,60.1,0,0,0,15.03,15.28,Regular / Aceptable,10.86,13.82,15.27,15.9,17.91,14.4,17.56,55000,0.0,0.0
2025-02-18,BARBOSA,13.09,20.53,22.8,13.6,52.2,0,0,0,14.85,15.37,Regular / Aceptable,17.07,10.86,13.82,15.27,15.9,17.91,14.4,55000,0.0,0.0
2025-02-19,BARBOSA,17.46,30.47,24.02,12.13,60.9,0,0,0,14.78,15.4,Regular / Aceptable,13.09,17.07,10.86,13.82,15.27,15.9,17.91,55000,0.0,0.0
2025-02-20,BARBOSA,13.16,24.58,27.23,11.07,52.3,0,0,0,14.39,15.15,Regular / Aceptable,17.46,13.09,17.07,10.86,13.82,15.27,15.9,55000,0.0,0.0
2025-02-21,BARBOSA,14.9,29.11,24.85,11.86,55.8,0,0,0,14.34,15.16,Regular / Aceptable,13.16,17.46,13.09,17.07,10.86,13.82,15.27,55000,0.0,0.0
2025-02-22,BARBOSA,13.35,24.7,20.11,10.46,52.7,0,0,0,14.27,15.07,Regular / Aceptable,14.9,13.16,17.46,13.09,17.07,10.86,13.82,55000,0.0,0.0
2025-02-23,BARBOSA,9.46,14.0,26.61,11.09,39.4,0,0,0,14.07,14.88,Buena,13.35,14.9,13.16,17.46,13.09,17.07,10.86,55000,0.0,0.0
2025-02-24,BARBOSA,15.73,32.91,27.3,13.63,57.5,0,0,0,13.88,14.95,Regular / Aceptable,9.46,13.35,14.9,13.16,17.46,13.09,17.07,55000,0.0,0.0
2025-02-25,BARBOSA,13.3,23.82,24.62,13.91,52.6,0,0,0,13.91,14.98,Regular / Aceptable,15.73,9.46,13.35,14.9,13.16,17.46,13.09,55000,0.0,0.0
2025-02-26,BARBOSA,17.27,33.58,25.35,12.54,60.5,0,0,0,13.88,15.0,Regular / Aceptable,13.3,15.73,9.46,13.35,14.9,13.16,17.46,55000,0.0,0.0
2025-02-27,BARBOSA,15.95,38.38,26.01,10.92,57.9,0,0,0,14.28,14.97,Regular / Aceptable,17.27,13.3,15.73,9.46,13.35,14.9,13.16,55000,0.0,0.0
2025-02-28,BARBOSA,18.07,30.96,27.86,12.43,62.1,0,0,0,14.73,14.99,Regular / Aceptable,15.95,17.27,13.3,15.73,9.46,13.35,14.9,55000,0.0,0.0
2025-03-01,BARBOSA,16.8,25.17,18.21,10.85,59.6,0,0,0,15.23,14.99,Regular / Aceptable,18.07,15.95,17.27,13.3,15.73,9.46,13.35,55000,0.0,0.0
2025-03-02,BARBOSA,16.74,31.83,17.48,10.11,59.5,0,0,0,16.27,14.95,Regular / Aceptable,16.8,18.07,15.95,17.27,13.3,15.73,9.46,55000,0.0,0.0
2025-03-03,BARBOSA,21.92,45.62,18.82,13.09,69.8,0,0,0,17.15,15.39,Regular / Aceptable,16.74,16.8,18.07,15.95,17.27,13.3,15.73,55000,0.0,0.0
2025-03-04,BARBOSA,21.71,41.13,18.21,12.08,69.4,0,0,0,18.35,15.62,Regular / Aceptable,21.92,16.74,16.8,18.07,15.95,17.27,13.3,55000,0.0,0.0
2025-03-05,BARBOSA,20.17,32.91,19.76,12.19,66.3,0,0,0,18.77,15.72,Regular / Aceptable,21.71,21.92,16.74,16.8,18.07,15.95,17.27,55000,0.0,0.0
2025-03-06,BARBOSA,23.3,41.06,20.88,12.51,72.6,0,0,0,19.82,15.88,Regular / Aceptable,20.17,21.71,21.92,16.74,16.8,18.07,15.95,55000,0.0,0.0
2025-03-07,BARBOSA,24.27,45.65,15.13,10.69,74.5,0,0,0,20.7,16.12,Regular / Aceptable,23.3,20.17,21.71,21.92,16.74,16.8,18.07,55000,0.0,0.0
2025-03-08,BARBOSA,17.25,27.88,17.87,9.04,60.5,0,0,0,20.77,16.11,Regular / Aceptable,24.27,23.3,20.17,21.71,21.92,16.74,16.8,55000,0.0,0.0
2025-03-09,BARBOSA,17.79,26.72,18.21,8.06,61.6,0,0,0,20.92,16.19,Regular / Aceptable,17.25,24.27,23.3,20.17,21.71,21.92,16.74,55000,0.0,0.0
2025-03-10,BARBOSA,24.9,46.48,23.97,12.17,75.8,0,0,0,21.34,16.7,Regular / Aceptable,17.79,17.25,24.27,23.3,20.17,21.71,21.92,55000,0.0,0.0
2025-03-11,BARBOSA,23.12,38.9,18.81,12.12,72.2,0,0,0,21.54,17.08,Regular / Aceptable,24.9,17.79,17.25,24.27,23.3,20.17,21.71,55000,0.0,0.0
2025-03-12,BARBOSA,21.23,43.56,18.11,11.64,68.5,0,0,0,21.69,17.21,Regular / Aceptable,23.12,24.9,17.79,17.25,24.27,23.3,20.17,55000,0.0,0.0
2025-03-13,BARBOSA,22.89,52.46,25.48,15.19,71.8,0,0,0,21.64,17.49,Regular / Aceptable,21.23,23.12,24.9,17.79,17.25,24.27,23.3,55000,0.0,0.0
2025-03-14,BARBOSA,20.82,37.1,19.61,14.67,67.6,0,0,0,21.14,17.59,Regular / Aceptable,22.89,21.23,23.12,24.9,17.79,17.25,24.27,55000,0.0,0.0
2025-03-15,BARBOSA,16.28,29.55,21.77,11.99,58.6,0,0,0,21.0,17.6,Regular / Aceptable,20.82,22.89,21.23,23.12,24.9,17.79,17.25,55000,0.0,0.0
2025-03-16,BARBOSA,12.83,29.22,16.59,8.59,51.7,0,0,0,20.3,17.52,Regular / Aceptable,16.28,20.82,22.89,21.23,23.12,24.9,17.79,55000,0.0,0.0
2025-03-17,BARBOSA,21.41,44.7,15.61,15.73,68.8,0,0,0,19.8,17.77,Regular / Aceptable,12.83,16.28,20.82,22.89,21.23,23.12,24.9,55000,0.0,0.0
2025-03-18,BARBOSA,22.25,34.89,16.0,9.92,70.5,0,0,0,19.67,18.15,Regular / Aceptable,21.41,12.83,16.28,20.82,22.89,21.23,23.12,55000,0.0,0.0
2025-03-19,BARBOSA,22.36,49.57,14.02,12.88,70.7,0,0,0,19.83,18.33,Regular / Aceptable,22.25,21.41,12.83,16.28,20.82,22.89,21.23,55000,0.0,0.0
2025-03-20,BARBOSA,22.72,53.06,18.76,11.45,71.4,0,0,0,19.81,18.65,Regular / Aceptable,22.36,22.25,21.41,12.83,16.28,20.82,22.89,55000,0.0,0.0
2025-03-21,BARBOSA,18.48,35.17,23.34,11.66,63.0,0,0,0,19.48,18.68,Regular / Aceptable,22.72,22.36,22.25,21.41,12.83,16.28,20.82,55000,0.0,0.0
2025-03-22,BARBOSA,15.51,33.96,23.67,12.89,57.0,0,0,0,19.37,18.76,Regular / Aceptable,18.48,22.72,22.36,22.25,21.41,12.83,16.28,55000,0.0,0.0
2025-03-23,BARBOSA,16.42,30.15,15.94,8.01,58.8,0,0,0,19.88,18.81,Regular / Aceptable,15.51,18.48,22.72,22.36,22.25,21.41,12.83,55000,0.0,0.0
2025-03-24,BARBOSA,22.59,49.68,15.67,13.1,71.2,0,0,0,20.05,19.12,Regular / Aceptable,16.42,15.51,18.48,22.72,22.36,22.25,21.41,55000,0.0,0.0
2025-03-25,BARBOSA,23.86,51.26,13.22,11.86,73.7,0,0,0,20.28,19.6,Regular / Aceptable,22.59,16.42,15.51,18.48,22.72,22.36,22.25,55000,0.0,0.0
2025-03-26,BARBOSA,24.5,42.03,13.78,11.55,75.0,0,0,0,20.58,19.89,Regular / Aceptable,23.86,22.59,16.42,15.51,18.48,22.72,22.36,55000,0.0,0.0
2025-03-27,BARBOSA,18.19,33.39,16.97,12.95,62.4,0,0,0,19.94,20.05,Regular / Aceptable,24.5,23.86,22.59,16.42,15.51,18.48,22.72,55000,0.0,0.0
2025-03-28,BARBOSA,21.41,37.52,20.29,12.59,68.8,0,0,0,20.35,20.19,Regular / Aceptable,18.19,24.5,23.86,22.59,16.42,15.51,18.48,55000,0.0,0.0
2025-03-29,BARBOSA,16.02,24.83,14.79,9.26,58.0,0,0,0,20.43,20.19,Regular / Aceptable,21.41,18.19,24.5,23.86,22.59,16.42,15.51,55000,0.0,0.0
2025-03-30,BARBOSA,12.87,18.67,14.96,9.45,51.7,0,0,0,19.92,20.02,Regular / Aceptable,16.02,21.41,18.19,24.5,23.86,22.59,16.42,55000,0.0,0.0
2025-03-31,BARBOSA,21.87,46.12,11.96,15.69,69.7,0,0,0,19.82,20.19,Regular / Aceptable,12.87,16.02,21.41,18.19,24.5,23.86,22.59,55000,0.0,0.0
2025-04-01,BARBOSA,19.27,29.09,17.47,12.71,64.5,0,0,0,19.16,20.27,Regular / Aceptable,21.87,12.87,16.02,21.41,18.19,24.5,23.86,55000,0.0,0.0
2025-04-02,BARBOSA,21.7,41.59,14.0,14.59,69.4,0,0,0,18.76,20.27,Regular / Aceptable,19.27,21.87,12.87,16.02,21.41,18.19,24.5,55000,0.0,0.0
2025-04-03,BARBOSA,23.93,56.0,18.05,12.24,73.9,0,0,0,19.58,20.34,Regular / Aceptable,21.7,19.27,21.87,12.87,16.02,21.41,18.19,55000,0.0,0.0
2025-04-04,BARBOSA,20.9,33.97,17.38,11.94,67.8,0,0,0,19.51,20.36,Regular / Aceptable,23.93,21.7,19.27,21.87,12.87,16.02,21.41,55000,0.0,0.0
2025-04-05,BARBOSA,16.7,26.17,22.16,10.0,59.4,0,0,0,19.61,20.14,Regular / Aceptable,20.9,23.93,21.7,19.27,21.87,12.87,16.02,55000,0.0,0.0
